Status,Subj,Num,Title Short,Title Long,Type/Instr Met,Level,College,Dept,Cred Hrs,Description
Active,ART,2000,Typography,Typography: Communicating Content with Form,Type: Lecture | Instr Met:,UC,PS,CPS,3,Offers students an opportunity to obtain an understanding of effects produced by fonts and typographic techniques used in contemporary visual design. Uses computer-based graphic design software to present a historical overview of typography and to explore formal qualities of characters and typefaces through applied projects. Seeks to guide students' understanding of how successful graphic design that includes letters and words depends on clear and appropriate typography to express and communicate information.
Active,ART,2100,Found in Visual Comm,Foundation in Visual Communication,Type: Lecture | Instr Met:,UC,PS,CPS,3,Offers students an opportunity to gain knowledge of the fundamental elements of 2D design in order to explore the concept of pictorial order and to understand the principles of organization and formal elements of 2D design as communication tools.
Active,ART,2200,Comp Graphics/Desktop Publish,Fundamentals of Graphics and Publishing Production,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Introduces the terminology, concepts, and applications of computer graphic software, including vector-based, raster-based, page layout, and PDF (Portable Document Format) creation programs. Offers students an opportunity to design, develop, and produce a variety of communication projects using a combination of industry-standard production tools."
Active,ART,2990,Elective,Elective,Type: Off-campus instruction | Instr Met:,UC,PS,CPS,1 to 4,Offers elective credit for courses taken at other academic institutions. May be repeated without limit.
Active,ART,3990,Elective,Elective,Type: Off-campus instruction | Instr Met:,UC,PS,CPS,1 to 4,Offers elective credit for courses taken at other academic institutions. May be repeated without limit.
Active,ART,4950,Seminar,Seminar,Type: Seminar | Instr Met:,UC,PS,CPS,1 to 4,Offers an in-depth study of selected topics.
Active,ART,4955,Project,Project,Type: Individual Instruction | Instr Met:,UC,PS,CPS,1 to 4,Focuses on in-depth project in which a student conducts research or produces a product related to the student's major field. May be repeated without limit.
Active,ART,4990,Elective,Elective,Type: Off-campus instruction | Instr Met:,UC,PS,CPS,1 to 4,Offers elective credit for courses taken at other academic institutions. May be repeated without limit.
Active,ART,4995,Practicum,Practicum,Type: Individual Instruction | Instr Met:,UC,PS,CPS,1 to 4,Provides eligible students with an opportunity for practical experience.
Active,ART,6962,Elective,Elective,Type: Off-campus instruction | Instr Met:,GP,PS,CPS,1 to 4,Offers elective credit for courses taken at other academic institutions. May be repeated without limit.
Active,ASL,6962,Elective,Elective,Type: Off-campus instruction | Instr Met:,GP,PS,CPS,1 to 4,Offers elective credit for courses taken at other academic institutions. May be repeated without limit.
Active,AVM,1100,Fundamental Measuremnt Anlysis,Fundamental Measurement Analysis,Type: Lecture | Instr Met:,UC,PS,CPS,3,"Covers Measurement System Analysis (MSA), which is of critical importance to manufacturing. Its proper utilization allows companies to identify quality and production issues and to prioritize and to address them accordingly. Introduces fundamentals of measurement systems, statistical concepts, sources of variation, measurement strategies, and planning. Reviews and explores measurement system variability and techniques. Discusses linearity, repeatability, reproducibility, and production capability using Gage repeatability &amp; reproducibility (R&amp;R), process capability (Cp), and process capability index (Cpk)."
